qmdbId,movieId,tmdbId,imdbId,year,genre_kws,description_kws,cast_kws
86,264,12106,114214,1995,"['action', 'western']","['pistol', 'revenge', 'gunslinger', 'prairie', 'shootout']","['Gene', 'Sharon', 'Hackman', 'Russell', 'Crowe', 'Stone', 'Sam', 'Raimi']"
87,274,2636,111255,1994,"['action', 'thriller']","['expert', 'explosives', 'revenge', 'explosive']","['Stallone', 'Sharon', 'James', 'Sylvester', 'Woods', 'Stone', 'Luis', 'Llosa']"
88,276,11395,111070,1994,"['comedy', 'fantasy', 'family', 'drama']","['party', 'santa', 'holiday', 'deal', 'claus', 'tree', 'christmas']","['Wendy', 'Judge', 'Allen', 'Reinhold', 'Crewson', 'Tim', 'John', 'Pasquin']"
89,277,278,111161,1994,"['crime', 'drama']","['1940s', 'police', 'parole', 'framed', 'murder', 'imprisonment', 'from', 'corruption', 'wrongful', 'board', 'for', 'cell', 'brutality', 'delinquent', 'escape', 'prison']","['Freeman', 'Morgan', 'Gunton', 'Bob', 'Robbins', 'Tim', 'Frank', 'Darabont']"
90,285,9067,114614,1995,"['comedy', 'fiction', 'science', 'action', 'fantasy']","['destroy', 'director', 'arts', 'desert', 'reincarnation', 'dystopia', 'woman', 'artial']","['Lori', 'Ice-T', 'Naomi', 'Petty', 'Watts', 'Rachel', 'Talalay']"
91,286,9059,114608,1995,"['thriller', 'comedy', 'horror']","['key', 'blood', 'god', 'chosen', 'one', 'jesus', 'christ', 'vs', 'evil', 'prostitute', 'keeper', 'crypt', 'good', 'demon']","['Zane', 'Pinkett', 'Smith', 'William', 'Sadler', 'Billy', 'Jada', 'Ernest', 'R.', 'Dickerson']"
92,287,193,111280,1994,"['fiction', 'science', 'adventure', 'action', 'thriller']","['tv', 'exploding', 'planet', 'solar', 'based', 'mountain', 'death', 'on', 'system', 'series', 'cabin']","['Patrick', 'Frakes', 'Jonathan', 'Brent', 'Spiner', 'Stewart', 'David', 'Carson']"
93,288,25066,114609,1995,"['thriller', 'crime', 'horror']","['hood', 'dirty', 'abuse', 'ghetto', 'police', 'home', 'cop', 'anthology', 'ku', 'child', 'murder', 'doll', 'evil', 'funeral', 'klux', 'brutality', 'klan', 'prison']","['III', 'David', 'Bernsen', 'Alan', 'Clarence', 'Grier', 'Corbin', 'Williams', 'Rusty', 'Cundieff']"
94,294,1587,108550,1993,"['drama', 'romance']","['independent', 'film', 'iowa', 'brother', 'family', 'mentally', 'dysfunctional', 'widow', 'relationship', 'disabled']","['Lewis', 'DiCaprio', 'Leonardo', 'Johnny', 'Juliette', 'Depp', 'Lasse', 'HallstrÃ¶m']"
95,295,9271,114857,1995,"['fiction', 'crime', 'science', 'action', 'thriller']","['training', 'virtual', 'intelligence', 'effect', 'police', 'android', 'hologram', 'ex-cop', 'artificial', 'computer', 'reality', 'program', 'visual']","['Washington', 'Russell', 'Denzel', 'Crowe', 'Kelly', 'Lynch', 'Brett', 'Leonard']"
96,301,3049,109040,1994,"['comedy', 'mystery']","['dolphin', 'private', 'mascot', 'pets', 'detective']","['Cox', 'Young', 'Carrey', 'Jim', 'Courteney', 'Sean', 'Tom', 'Shadyac']"
97,305,11382,109348,1994,"['action', 'comedy', 'thriller']","['talent', '(female)', 'mafia', 'lover', 'boss', 'author']","['Jennifer', 'John', 'Tilly', 'Wiest', 'Dianne', 'Cusack', 'Woody', 'Allen']"
98,306,9331,109444,1994,"['action', 'thriller', 'drama']","['cartel', 'conspiracy', 'of', 'spy', 'spying', 'war', 'mercenary', 'assassination', 'coast', 'helicopter', 'novel', 'violence', 'drug', 'bomb', 'president', 'car', 'infantry', 'jack', 'based', 'sniper', 'ryan', 'mission', 'political', 'cover-up', 'traffic', 'on', 'shootout', 'insurgence', 'usa', 'bomber', 'guard', 'murder', 'fbi', 'colombia', 'cia', 'ambush']","['Anne', 'Dafoe', 'Harrison', 'Willem', 'Ford', 'Archer', 'Phillip', 'Noyce']"
99,307,10731,109446,1994,"['thriller', 'crime', 'mystery', 'drama']","['', 'principal', 'lawyer', 'search', 'brother', 'investigation', 'gangster', 'protection', 'suicide', 'witnesses', 'for', 'witness', 'relationship']","['Tommy', 'Sarandon', 'Parker', 'Jones', 'Mary-Louise', 'Susan', 'Lee', 'Joel', 'Schumacher']"
100,309,34152,109504,1994,"['comedy', 'drama']","['independent', 'musician', 'urban', 'film', 'family', 'people', 'black', 'parenthood', '1970s', 'teacher', 'dysfunctional', 'straßenkids', 'jazz']","['Alfre', 'Patrick', 'Lindo', 'Woodard', 'David', 'Kelly', 'Delroy', 'Spike', 'Lee']"
101,310,9495,109506,1994,"['action', 'fantasy', 'thriller']","['arson', 'detroit', 'halloween']","['Davis', 'Ernie', 'Hudson', 'Rochelle', 'Brandon', 'Lee', 'Alex', 'Proyas']"
102,312,888,109813,1994,"['fantasy', 'family', 'comedy']","['daily', 'mother-in-law', 'stone', 'jealousy', 'manager', 'bad', 'life', 'age', 'best', 'dinosaur', 'friendship', 'adoption', ""family's"", 'plan', 'friend']","['Elizabeth', 'Rick', 'John', 'Goodman', 'Moranis', 'Perkins', 'Brian', 'Levant']"
103,313,13,109830,1994,"['comedy', 'drama', 'romance']","['son', 'mentally', 'war', 'friendship', 'relationship', 'novel', 'running', 'family', 'bully', 'military', 'mother', 'shrimping', 'amputee', 'flashback', 'love', 'hugging', 'disabled', 'based', 'bench', 'on', 'veteran', 'hippie', 'vietnam', 'soldier', 'relationships', 'park', 'wounded']","['Robin', 'Wright', 'Tom', 'Sinise', 'Hanks', 'Gary', 'Robert', 'Zemeckis']"
104,314,712,109831,1994,"['comedy', 'drama', 'romance']","['lone', 'yuppie', 'wolf', 'of', 'upper', 'friendship', 'funeral', 'sight', 'class', 'life', 'bridegroom', 'vows', 'bride', 'clumsy', 'proposal', 'love', ""one's"", 'snob', 'at', 'gay', 'bridesmaid', 'fellow', 'wedding', 'witness', 'couple', 'first', 'marriage']","['Andie', 'Hugh', 'James', 'Fleet', 'MacDowell', 'Grant', 'Mike', 'Newell']"
105,321,8587,110357,1994,"['family', 'drama', 'animation']","['uncle', 'king', 'parents', 'meerkat', 'redemption', 'loss', 'of', 'wild', 'scar', 'hyena', 'boar', 'shaman']","['Taylor', 'Matthew', 'James', 'Broderick', 'Jonathan', 'Thomas', 'Jones', 'Earl', 'Roger', 'Allers']"
106,323,11596,111686,1994,"['thriller', 'fantasy', 'mystery', 'horror']","['kidnapping', 'reboot', 'insomnia', 'nightmare', 'dreams', 'disfigurement', 'reality', 'supernatural', 'film', 'mascot', 'meta', 'storytelling', 'sleepwalking', 'hospital', 'alternate', 'self-referential', 'fame', 'dimension', 'celebrity', 'cameos', 'earthquake', 'industry', 'hollywood', 'fire']","['Heather', 'Hughes', 'Englund', 'Langenkamp', 'Robert', 'Miko', 'Wes', 'Craven']"
107,324,854,110475,1994,"['crime', 'comedy', 'fantasy', 'romance']","['green', 'norse', 'jail', 'dual', 'mythology', 'bank', 'cell', 'identity', 'mockery', 'balloon']","['Nancy', 'Diaz', 'Carrey', 'Cameron', 'Jim', 'Fish', 'Chuck', 'Russell']"
108,327,36593,110622,1994,"['crime', 'comedy']","['state', 'spoof', 'undercover', 'prison']","['Kennedy', 'Priscilla', 'George', 'Nielsen', 'Presley', 'Leslie', 'Peter', 'Segal']"
109,331,11011,110989,1994,"['comedy', 'family']","['raft', 'private', 'rubber', 'magnifying', 'boat', 'family', 'plane', 'life', 'toothbrush', 'gluttony', 'glass']","['Macaulay', 'Edward', 'Larroquette', 'John', 'Herrmann', 'Culkin', 'Donald', 'Petrie']"
110,333,8987,110997,1994,"['action', 'crime', 'adventure', 'thriller']","['river', 'water', 'criminal', 'white', 'boston', 'rafting', 'hostage-taking', 'crisis', 'bank', 'marriage', 'robber']","['Bacon', 'Meryl', 'Streep', 'David', 'Kevin', 'Strathairn', 'Curtis', 'Hanson']"
111,334,1637,111257,1994,"['action', 'crime', 'adventure']","['airport', 'ride', 'bus', 'bomb', 'planting', 'highway']","['Hopper', 'Dennis', 'Sandra', 'Reeves', 'Keanu', 'Bullock', 'Jan', 'de', 'Bont']"
112,336,8831,111438,1994,"['fiction', 'science', 'crime', 'thriller', 'action']","['time', 'arts', 'science', 'fiction', 'martial', 'reality', 'alternative', 'travel']","['Mia', 'Jean-Claude', 'Damme', 'Ron', 'Van', 'Sara', 'Silver', 'Peter', 'Hyams']"
113,337,36955,111503,1994,"['action', 'thriller']","['riding', 'kidnapping', 'glasses', 'cloud', 'jackhammer', 'with', 'truth', 'spy', 'plot', 'key', 'hit', 'terrorist', 'a', 'telephone', 'horseback', 'serum', 'keys', 'gun', 'woman', 'top', 'secret', 'florida', 'west', 'agent', 'mushroom']","['Curtis', 'Tom', 'Arnold', 'Jamie', 'Schwarzenegger', 'Lee', 'James', 'Cameron']"
114,339,10395,111742,1994,['fantasy'],"['heal', 'adultery', 'werewolf', 'bite']","['Jack', 'James', 'Nicholson', 'Spader', 'Christopher', 'Plummer', 'Mike', 'Nichols']"
115,340,12160,111756,1994,"['action', 'western', 'drama']","['figure', 'doc', 'wyatt', 'gunslinger', 'wretch', 'holliday', 'sheriff', 'earp', 'deputy', 'historical', 'gambling']","['Gene', 'Dennis', 'Hackman', 'Costner', 'Kevin', 'Quaid', 'Lawrence', 'Kasdan']"
116,343,26352,110399,1994,"['action', 'crime', 'comedy']","['private', 'blast', 'violence', 'crime', 'drug', 'fbi', 'detective']","['Pinkett', 'Smith', 'Keenen', 'S.', 'Ivory', 'Wayans', 'Dutton', 'Charles', 'Jada', 'Keenen', 'Ivory', 'Wayans']"
117,349,11667,111301,1994,"['action', 'adventure', 'thriller']","['liberation', 'based', 'arts', 'video', 'of', 'martial', 'street', 'nations', 'hostage-taking', 'fighter', 'dictator', 'hostage', 'on', 'game', 'united']","['Raúl', 'Jean-Claude', 'Damme', 'Juliá', 'Van', 'Ming-Na', 'Wen', 'Steven', 'E.', 'de', 'Souza']"
118,351,8011,110027,1994,"['action', 'fiction', 'fantasy', 'science']","['york', 'japan', 'bad', 'new', 'morocco', 'scotland', 'good', 'and']","['Peebles', 'Deborah', 'Lambert', 'Van', 'Mario', 'Unger', 'Christopher', 'Kara', 'Andrew', 'Morahan']"
119,357,10436,106226,1993,"['drama', 'romance']","['century', 'lawyer', 'countess', 'lover', 'york', 'class', '19th', 'upper', 'new']","['Day-Lewis', 'Pfeiffer', 'Winona', 'Ryder', 'Michelle', 'Daniel', 'Martin', 'Scorsese']"
120,365,306,109254,1994,"['action', 'crime', 'comedy']","['', 'gunfight', 'counterfeit', 'cop', 'angeles', 'coaster', 'rescue', 'dirty', 'beverly', 'violence', 'foot', 'framed', 'camera', 'roller', 'car', 'weapon', 'carousel', 'comedy', 'buddy', 'chase', 'undercover', 'secret', 'shootout', 'hills', 'sequel', 'los', 'amusement', 'park', 'service', 'explosion', 'investigation', 'security', 'detective']","['Héctor', 'Elizondo', 'Eddie', 'Murphy', 'Judge', 'Reinhold', 'John', 'Landis']"
121,379,9350,106582,1993,"['action', 'adventure', 'thriller']","['airplane', 'rocky', 'snow', 'climbing', 'suitcase', 'heist', 'mountain', 'money', 'hijacking', 'mountains']","['Stallone', 'Rooker', 'John', 'Sylvester', 'Michael', 'Lithgow', 'Renny', 'Harlin']"
122,385,9571,106677,1993,"['comedy', 'drama']","['soundtrack', 'great', 'comedy', 'teenager', 'age', 'high', 'texas', 'of', 'coming', '1970s', 'summer', 'school', 'period', 'drama']","['Jason', 'London', 'Cochrane', 'Wiley', 'Rory', 'Wiggins', 'Richard', 'Linklater']"
123,398,37233,106918,1993,"['thriller', 'mystery', 'drama']","['firm', 'lawyer', 'exam', 'bar', 'law', 'tennessee', 'fbi']","['Cruise', 'Gene', 'Jeanne', 'Tom', 'Hackman', 'Tripplehorn', 'Sydney', 'Pollack']"
124,401,5503,106977,1993,"['crime', 'adventure', 'mystery', 'action', 'thriller']","['home', 'cop', 'bus', 'surgeon', 'doctor', 'injection', 'for', 'manhunt', 'marshal', 'escape', 'disguise', 'explosion', 'sentence', 'framed', 'chicago', 'crash', 'flashback', 'series', 'accident', 'drain', 'based', 'doomed', 'one', 'chase', 'the', 'undercover', 'betrayal', 'on', 'armed', 'train', 'fugitive', 'tv', 'storm', 'showdown', 'murder', 'invasion', 'corrupt', 'lethal', 'death', 'u.s.', 'remake', 'man', 'run']","['Tommy', 'Ward', 'Sela', 'Harrison', 'Jones', 'Ford', 'Lee', 'Andrew', 'Davis']"
125,415,11934,110074,1994,"['comedy', 'drama']","['industry', 'journalist', 'york', 'party', 'investigation', 'new', 'money', 'corruption', 'company', 'suicide', 'undercover', 'toy', 'inventor', 'boss', 'board', 'stocks', 'plan']","['Jason', 'Jennifer', 'Newman', 'Leigh', 'Paul', 'Robbins', 'Tim', 'Joel', 'Coen']"
126,420,59930,110137,1994,"['comedy', 'drama', 'romance']",[],"['Douglas', 'Larenz', 'Joe', 'Suzzanne', 'Tate', 'Morton', 'Matty', 'Rich']"
127,421,15765,108551,1993,"['music', 'drama']","['cameo', 'by', 'subject', 'american', 'tina', 'african', 'music', 'family', 'life', 'fame', 'of', 'black', 'appearance', 'turner', 'real', 'price', 'woman']","['Laurence', 'Vanessa', 'Bell', 'Bassett', 'Fishburne', 'Calloway', 'Angela', 'Brian', 'Gibson']"
128,424,329,107290,1993,"['fiction', 'science', 'adventure']","['fence', 'tyrannosaurus', 'electric', 'jurassic', 'triceratops', 'theme', 'rex', 'island', 'amusement', 'dna', 'paleontology', 'park', 'dinosaur', 'brontosaurus', 'exotic']","['Laura', 'Jeff', 'Sam', 'Goldblum', 'Dern', 'Neill', 'Steven', 'Spielberg']"
129,426,507,110265,1993,"['action', 'thriller', 'crime', 'drama']","['pistol', 'kidnapping', 'abuse', 'independent', 'robbery', 'friendship', 'vault', 'hostage', 'prostitute', 'night', 'violence', 'film', 'drug', 'life', 'hoodlum', 'aids', 'junkie', 'paris', 'prostitution', 'heroin', 'robber', 'murder', 'illegal', 'bank', 'jazz']","['Delpy', 'Anglade', 'Stoltz', 'Julie', 'Eric', 'Jean-Hugues', 'Roger', 'Avary']"
130,429,9593,107362,1993,"['comedy', 'adventure', 'family', 'action', 'fantasy']","['in', ""child's"", 'magical', 'view', 'ticket', 'movie', 'projectionist', 'cat', 'self-referential', 'of', 'point', 'object', 'magic', 'spoof', 'cartoon']","['Abraham', 'F.', 'Art', 'Arnold', 'Murray', 'Carney', 'Schwarzenegger', 'John', 'McTiernan']"
131,437,9516,107554,1993,"['action', 'crime', 'drama']","['weapon', 'ghetto', 'angeles', 'drug', 'people', 'black', 'los', 'dealer', 'delinquency']","['Glenn', 'Turner', 'Tyrin', 'Larenz', 'Tate', 'Plummer', 'Albert', 'Hughes']"
132,438,2320,116253,1996,"['action', 'thriller', 'adventure', 'drama']","['airplane', 'surveillance', 'special', 'hand', 'terrorism', 'combat', 'hijacking', 'rescue', 'hostage', 'night', 'goggles', 'violence', 'attendant', 'flight', 'deception', 'operation', 'bomb', 'cell', 'flashback', 'nerve', 'intelligence', 'unit', 'ransom', 'to', 'shootout', 'covert', 'terror', 'vision', 'disaster', 'agent', 'gas', 'explosion']","['Halle', 'Kurt', 'Russell', 'Berry', 'Seagal', 'Steven', 'Stuart', 'Baird']"
133,441,11971,107616,1993,"['comedy', 'drama', 'romance']","['rage', 'lover', 'bachelor', 'new', 'wedding', 'hate', 'intrigue', 'love', 'shakespeare', 'and']","['Kenneth', 'Branagh', 'Michael', 'Richard', 'Keaton', 'Briers', 'Kenneth', 'Branagh']"
134,444,788,107614,1993,"['comedy', 'family', 'drama']","['fake', 'mask', 'identity', 'parents', 'battle', 'nanny', 'san', 'custody', 'francisco', 'restaurant', 'kids', 'relationship']","['Field', 'Robin', 'Sally', 'Brosnan', 'Pierce', 'Williams', 'Chris', 'Columbus']"
135,452,9800,107818,1993,['drama'],"['court', 'gay', 'lawyer', 'jurors', 'hiv', 'dying', 'aids', 'partner', 'judiciary', 'discrimination', 'homophobia']","['Jason', 'Washington', 'Tom', 'Denzel', 'Hanks', 'Robards', 'Jonathan', 'Demme']"
136,453,713,107822,1993,"['drama', 'romance']","['culture', 'sexuality', 'arranged', 'scotland', 'deceived', 'mother', 'woman', 'love', 'isolation', 'triangle', 'eroticism', 'penalty', 'jealousy', 'maori', 'lessons', 'husband', 'zealand', 'secret', 'director', 'adultery', 'piano', 'clash', 'wilderness', 'new', 'strangeness', 'marriage', 'violent', 'settler']","['Harvey', 'Sam', 'Hunter', 'Keitel', 'Holly', 'Neill', 'Jane', 'Campion']"
137,454,8291,107840,1993,"['drama', 'romance']","['sadness', 'lover', 'angeles', 'loss', 'of', 'los', 'road', 'movie']","['Tupac', 'Amaru', 'Regina', 'Shakur', 'Janet', 'Jackson', 'King', 'John', 'Singleton']"
138,459,1245,107943,1993,"['drama', 'romance']","['britain', 'nazis', 'jewish', 'house', 'employer', 'newspaper', 'country', 'loyalty', 'housekeeper', 'butler', 'flower']","['Emma', 'Fox', 'James', 'Hopkins', 'Thompson', 'Anthony', 'James', 'Ivory']"
139,460,11858,110971,1994,"['comedy', 'war']","['expert', 'director', 'veteran', 'teachers', 'vietnam', 'soldier', 'advertising', 'commercial', 'students', 'kaserne', 'woman', 'stau', 'unemployment', 'and']","['Wahlberg', 'Hines', 'Danny', 'Gregory', 'DeVito', 'Mark', 'Penny', 'Marshall']"
140,463,5550,107978,1993,"['fiction', 'crime', 'science', 'adventure', 'action', 'thriller']","['cyborg', 'cyberpunk', 'police', 'policeman', 'sequel', 'robocop', 'dystopia']","['Burke', 'Nancy', 'John', 'Mario', 'Allen', 'Machado', 'Robert', 'Fred', 'Dekker']"
141,465,2088,107983,1993,"['action', 'thriller', 'crime', 'drama']","['mafia', 'addiction', 'police', 'cop', 'bad', 'hitwoman', 'operation', 'boss', 'sex', 'suspense']","['Olin', 'Lena', 'Sciorra', 'Oldman', 'Annabella', 'Gary', 'Peter', 'Medak']"
142,467,47889,108000,1993,"['drama', 'romance']","['film', 'independent']","['Field', 'Judd', 'Bentley', 'Todd', 'Mitchum', 'Ashley', 'Victor', 'Nunez']"
143,470,424,108052,1993,"['war', 'drama', 'history']","['holocaust', 'nazis', 'biography', 'industry', 'camp', 'war', 'world', 'hero', 'concentration', 'ii', 'defense', 'the', 'factory']","['Kingsley', 'Ben', 'Neeson', 'Fiennes', 'Liam', 'Ralph', 'Steven', 'Spielberg']"
144,474,11592,111127,1994,"['thriller', 'crime', 'comedy', 'horror']","['independent', 'housewife', 'film', 'motherly', 'perfection', 'murder', 'protection', 'mother', 'evil', 'love']","['Lake', 'Sam', 'Ricki', 'Turner', 'Kathleen', 'Waterston', 'John', 'Waters']"
145,475,8850,111143,1994,"['fiction', 'science', 'adventure', 'action', 'thriller', 'fantasy']","['radio', 'atomic', 'book', 'york', 'based', 'ladykiller', 'invisibility', 'comic', 'new', 'series', 'bomb', 'the', 'shadow', 'on', 'hypnosis', 'superhero']","['Penelope', 'John', 'Alec', 'Miller', 'Lone', 'Ann', 'Baldwin', 'Russell', 'Mulcahy']"
146,476,10445,108101,1993,"['drama', 'romance']","['in', 'bachelor', 'fate', 'brother', 'of', 'stroke', 'falling', 'oxford', 'author', 'love']","['Winger', 'John', 'Wood', 'Debra', 'Hopkins', 'Anthony', 'Richard', 'Attenborough']"
147,483,78,83658,1982,"['thriller', 'fiction', 'science', 'drama']","['fugitive', 'cyborg', 'tech', 'cyberpunk', 'intelligence', 'noir', 'angeles', 'android', 'genetics', 'los', 'neo-noir', 'artificial', 'bounty', 'vs', 'dystopia', 'man', 'hunter', 'machine']","['Hauer', 'Young', 'Harrison', 'Sean', 'Ford', 'Rutger', 'Ridley', 'Scott']"
148,487,9607,108255,1993,"['fantasy', 'comedy', 'adventure', 'family']","['director', 'multiple', 'based', 'woman', 'brother', 'royalty', 'video', 'saving', 'dimensions', 'the', 'world', 'dinosaur', 'on', 'game', 'relationship']","['John', 'Dennis', 'Hopper', 'Leguizamo', 'Hoskins', 'Bob', 'Annabel', 'Jankel']"
149,494,11969,108358,1993,"['history', 'adventure', 'action', 'western', 'drama']","['right', 'figure', 'wyatt', 'justice', 'earp', 'historical', 'retirement', 'and']","['Kilmer', 'Elliott', 'Sam', 'Kurt', 'Val', 'Russell', 'George', 'P.', 'Cosmatos']"
150,496,319,108399,1993,"['action', 'crime', 'thriller', 'romance']","['father', 'mafia', 'mexican', 'producer', 'son', 'prostitution', 'violence', 'film', 'angeles', 'loss', 'drug', 'standoff', 'of', 'cocaine', 'los', 'illegal', 'gun', 'love', 'relationship']","['Christian', 'Arquette', 'Patricia', 'Rapaport', 'Michael', 'Slater', 'Tony', 'Scott']"
151,499,11446,114906,1995,"['comedy', 'drama']","['sister', 'girl', 'independent', 'parents', 'film', 'life', 'little', 'ugliness', 'school', 'mockery', 'kids', 'relationship']","['Heather', 'Davis', 'Christina', 'Brucato', 'Victoria', 'Matarazzo', 'Todd', 'Solondz']"
152,516,771,99785,1990,"['comedy', 'family']","['booby', 'mischievous', 'home', 'holiday', 'child', 'invasion', 'mischief', 'chicago', 'christmas', 'alone', 'trap', 'suburban', 'burglar']","['Macaulay', 'Daniel', 'Joe', 'Culkin', 'Pesci', 'Stern', 'Chris', 'Columbus']"
153,517,251,99653,1990,"['mystery', 'romance', 'thriller', 'fantasy', 'drama']","['laundering', 'afterlife', 'transfer', 'teller', 'corruption', 'money', 'fortune', 'pottery', 'spiritism']","['Whoopi', 'Patrick', 'Goldberg', 'Swayze', 'Demi', 'Moore', 'Jerry', 'Zucker']"
154,518,812,103639,1992,"['comedy', 'adventure', 'family', 'romance', 'animation', 'fantasy']","['epilogue', 'comedy', 'princess', 'genie', 'animation', 'sidekick', 'musical', 'animal', 'monkey', 'magic', 'cartoon', 'arab', 'love']","['Robin', 'Scott', 'Linda', 'Larkin', 'Weinger', 'Williams', 'Ron', 'Clements']"
